condition,cadence,gait_cycle_duration,gait_speed,step_duration,stride_length,trial_number,feedback,delay,amplitude,pink_noise,side,participant,condition_order,condition_labels,pretest_cadence,pretest_gait_cycle_duration,pretest_gait_speed,pretest_step_duration,pretest_stride_length,cadence_delta,gait_cycle_duration_delta,gait_speed_delta,step_duration_delta,stride_length_delta,cadence_delta_no_trend,gait_speed_delta_no_trend,slength_delta_no_trend,cv_cadence,cv_gait_cycle_duration,cv_gait_speed,cv_step_duration,cv_stride_length,pretest_cv_cadence,pretest_cv_gait_cycle_duration,pretest_cv_gait_speed,pretest_cv_step_duration,pretest_cv_stride_length,cv_cadence_delta,cv_gait_cycle_duration_delta,cv_gait_speed_delta,cv_step_duration_delta,cv_stride_length_delta,cv_cadence_delta_no_trend
E,118.4213573,1.013511029,1.605860908,0.507858456,1.623249998,3,0,0,1,1,total,30,6,Masking Noise Low,109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,8.605088046,-7.961696171,27.27477234,-7.750837125,17.21575606,6.04342749,20.59233265,13.31169414,0.016607998,0.016597742,0.043362261,0.020386482,0.032262733,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,-10.96086311,-11.44010037,-33.26688225,-3.514664776,-34.86944027,-7.644908433
E,107.725531,1.114185855,1.321962124,0.556620066,1.470841956,1,0,0,1,1,total,31,3,Masking Noise Low,108.921751,1.102119141,1.362861885,0.550784505,1.498878492,-1.098237975,1.094864752,-3.001020239,1.059499788,-1.870500921,-2.605170217,-6.831227296,-4.084483075,0.012868016,0.012845536,0.021912756,0.020758108,0.016397831,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-15.18997245,-16.06132567,-24.56273578,7.39210981,-17.63641741,-13.7314413
E,108.7874701,1.103216912,1.371106701,0.551746324,1.510897872,2,0,0,1,1,total,31,3,Masking Noise Low,108.921751,1.102119141,1.362861885,0.550784505,1.498878492,-0.123282019,0.099605475,0.60496343,0.174627038,0.801891552,-1.630214261,-3.225243628,-1.412090602,0.010994088,0.0109799,0.017080685,0.019047112,0.012716466,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-27.54058542,-28.2522543,-41.19771391,-1.459731134,-36.12730259,-26.08205427
E,108.1450949,1.109880515,1.34816618,0.555376838,1.494512435,3,0,0,1,1,total,31,3,Masking Noise Low,108.921751,1.102119141,1.362861885,0.550784505,1.498878492,-0.71304044,0.704222775,-1.078297453,0.833780294,-0.291288255,-2.219972682,-4.908504511,-2.505270408,0.013486486,0.01361562,0.029016197,0.019486551,0.024517023,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-11.11378403,-11.02924059,-0.108296752,0.813707338,23.14493598,-9.655252886
Post,99.30364735,1.208501838,1.211395851,0.603814338,1.464343813,1,0,0,0,0,total,1,9,Post-Test,96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,3.326416876,-3.261932784,7.156311714,-3.327986227,3.855096378,-0.289971994,-2.378360615,-1.739045324,0.011661507,0.01171424,0.017889798,0.017124293,0.016183118,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-43.51790056,-43.62602003,-36.54246005,-26.90398022,-14.61251514,-38.34452235
Post,99.6995268,1.203710938,1.222400679,0.602050781,1.471076502,2,0,0,0,0,total,1,9,Post-Test,96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,3.738333318,-3.645434398,8.129764594,-3.610335611,4.332596306,0.121944448,-1.404907735,-1.261545396,0.01392902,0.01397141,0.032597656,0.018705687,0.024443485,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-32.53528101,-32.76354356,15.62830715,-20.15370988,28.97191414,-27.3619028
Post,100.4256809,1.195082721,1.224652039,0.59765625,1.461709627,3,0,0,0,0,total,1,9,Post-Test,96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,4.493903765,-4.336105285,8.328912902,-4.313909764,3.668273012,0.877514896,-1.205759427,-1.925868691,0.014401774,0.014378938,0.023913472,0.017749846,0.015437629,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-30.24551362,-30.80234289,-15.17567136,-24.23377162,-18.54596176,-25.07213541
Post,111.1953311,1.079278274,1.31726518,0.539546131,1.420388647,1,0,0,0,0,total,2,9,Post-Test,109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,1.342713543,-1.32511028,3.516622588,-1.260454941,2.172807968,-2.273675326,-6.018049741,-3.421333735,0.01343051,0.013355219,0.024153083,0.015418955,0.014994121,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,42.36656901,40.99874249,31.52732727,15.88772569,0.287975013,44.75381192
Post,111.2937292,1.078338068,1.324275512,0.538920455,1.426276218,2,0,0,0,0,total,2,9,Post-Test,109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,1.432392942,-1.411070246,4.067526008,-1.374956667,2.596318577,-2.183995927,-5.467146321,-2.997823125,0.015124994,0.015254805,0.027236137,0.01727678,0.017143416,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,60.32849847,61.05376646,48.31631659,29.85100102,14.66350548,62.71574138
Post,111.505869,1.076256793,1.326944853,0.537839674,1.425251125,3,0,0,0,0,total,2,9,Post-Test,109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,1.625735799,-1.601354426,4.277294829,-1.572744805,2.522580568,-1.990653071,-5.257377499,-3.071561134,0.011787109,0.011759114,0.026255123,0.014358478,0.018452362,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,24.94613137,24.1477423,42.97413524,7.917258974,23.41837305,27.33337428
Post,114.4089847,1.049023438,1.103558399,0.524497768,1.155899801,1,0,0,0,0,total,3,9,Post-Test,113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,1.05478049,-1.05657238,-0.349952267,-1.042517645,-1.410395092,-2.56160838,-9.884624596,-7.004536794,0.015731046,0.016196476,0.033860698,0.019767347,0.023895298,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-1.946874406,-1.28404778,1.370312158,-2.287832705,9.044212058,4.155215567
Post,114.7328195,1.04609375,1.122905025,0.523270089,1.173273112,2,0,0,0,0,total,3,9,Post-Test,113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,1.340816195,-1.332899259,1.397025696,-1.274144986,0.071418354,-2.275572675,-8.137646632,-5.522723348,0.009023204,0.00906315,0.017336398,0.013211484,0.012176363,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-43.75749997,-44.76097872,-48.09923656,-34.69418355,-44.43417659,-37.65541
Post,113.7120138,1.055496652,1.100649095,0.528041295,1.160641517,3,0,0,0,0,total,3,9,Post-Test,113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,0.439162394,-0.446021693,-0.612659055,-0.373957106,-1.005962194,-3.177226476,-10.14733138,-6.600103896,0.013817083,0.013990389,0.029911162,0.016132299,0.020083756,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-13.87679022,-14.72993433,-10.45359346,-20.25627421,-8.34944397,-7.774700246
Post,118.5728312,1.012073864,1.258015117,0.506392045,1.273882835,1,0,0,0,0,total,4,9,Post-Test,114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,3.983916699,-3.845570231,7.801679188,-3.804022,3.821101373,0.367527829,-1.73299314,-1.773040329,0.00864312,0.008643835,0.029958149,0.013460643,0.025658831,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-24.40100237,-24.73665599,33.53495614,-15.98050242,40.6184017,-16.44148887
Post,119.5264734,1.004017857,1.304258357,0.502157738,1.308143268,2,0,0,0,0,total,4,9,Post-Test,114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,4.820225068,-4.6109499,11.76434932,-4.60838555,6.613317258,1.203836198,2.229676986,1.019175556,0.009733146,0.009752602,0.021263087,0.01265792,0.021114964,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-14.86684423,-15.08243281,-5.222268909,-20.99098989,15.71659246,-6.907330722
Post,118.0306344,1.016796875,1.263318834,0.508558239,1.282748766,3,0,0,0,0,total,4,9,Post-Test,114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,3.508430482,-3.396849593,8.256164664,-3.392524322,4.543672316,-0.107958388,-1.278507665,-1.050469387,0.007500597,0.007458341,0.022959705,0.010941924,0.020014492,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-34.39433737,-35.05895422,2.340208005,-31.70200286,9.685662451,-26.43482387
Post,108.6839899,1.104650298,1.246925586,0.551636905,1.375375848,1,0,0,0,0,total,5,9,Post-Test,107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,1.300577158,-1.270041031,3.380609294,-1.347404685,2.046108306,-2.315811712,-6.154063035,-3.548033397,0.016081194,0.016248818,0.024290426,0.01886786,0.015041906,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,-4.276088692,-4.49130987,-36.67940969,-5.638342578,-41.29590738,3.683424811
Post,109.6670549,1.094736842,1.263423085,0.546134868,1.382536587,2,0,0,0,0,total,5,9,Post-Test,107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,2.216857945,-2.156072661,4.748390593,-2.33136755,2.577399842,-1.399530924,-4.786281735,-3.01674186,0.013569188,0.013641947,0.023306762,0.018009604,0.015402066,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,-19.22889876,-19.81419887,-39.24363747,-9.930639566,-39.89030985,-11.26938526
Post,109.1088939,1.10046875,1.262531459,0.549140625,1.388151627,3,0,0,0,0,total,5,9,Post-Test,107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,1.696615438,-1.643773843,4.674467306,-1.793829677,2.994008132,-1.919773432,-4.860205023,-2.60013357,0.019001999,0.019428407,0.042529764,0.021923377,0.025951638,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,13.11011278,14.1979499,10.86712773,9.642863049,1.281537109,21.06962628
Post,113.0292289,1.06184375,1.173399515,0.53071875,1.243901465,1,0,0,0,0,total,6,9,Post-Test,110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,2.140225966,-2.111029625,5.333943911,-2.123979442,3.167632511,-1.476162903,-4.200728417,-2.426509192,0.013158504,0.013280822,0.019428822,0.015520857,0.013602933,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-17.46358074,-17.75787071,-39.99501462,-21.57467769,-49.78493266,-13.2189143
Post,112.8616879,1.06375558,1.160371246,0.532700893,1.233097604,2,0,0,0,0,total,6,9,Post-Test,110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,1.988825521,-1.934782347,4.164419859,-1.758429386,2.271573785,-1.627563349,-5.37025247,-3.322567917,0.015454742,0.015608464,0.026287171,0.019159304,0.023146897,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-3.060479729,-3.34383562,-18.81333251,-3.189972596,-14.5535017,1.184186712
Post,114.5272743,1.04796875,1.185873113,0.52284375,1.241668747,3,0,0,0,0,total,6,9,Post-Test,110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,3.49395276,-3.39013445,6.453676155,-3.576299832,2.982453671,-0.122436109,-3.080996173,-2.611688031,0.014038394,0.014355066,0.022469274,0.015575351,0.020228235,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-11.94449058,-11.10556305,-30.60472437,-21.29932501,-25.32770818,-7.699824141
Post,124.0271546,0.96796875,1.732410297,0.483398438,1.674403679,1,0,0,0,0,total,7,9,Post-Test,117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,5.398712532,-5.128506696,20.8985334,-5.104132464,14.61043033,1.782323662,11.36386107,9.016288629,0.010282139,0.010310765,0.038038775,0.016776302,0.036552266,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-39.36102053,-40.79440095,18.49625835,-13.12486553,82.47271595,-31.40150702
Post,123.3400394,0.972991071,1.743476993,0.486049107,1.69626684,2,0,0,0,0,total,7,9,Post-Test,117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,4.814799617,-4.636264469,21.67083735,-4.58378007,16.10693104,1.198410747,12.13616502,10.51278934,0.011964841,0.012138784,0.017744105,0.016465445,0.009583213,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-29.43727489,-30.29770551,-44.72455934,-14.73462099,-52.15960336,-21.47776139
Post,123.5000544,0.971777344,1.719651086,0.485791016,1.669091465,3,0,0,0,0,total,7,9,Post-Test,117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,4.950780927,-4.755222951,20.00811506,-4.634445871,14.24681722,1.334392057,10.47344273,8.652675517,0.012461446,0.012473691,0.025217666,0.016620219,0.021738294,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-26.50854378,-28.37463098,-21.44334129,-13.93313255,8.519826,-18.54903027
Post,118.8838206,1.009498355,1.310183018,0.504276316,1.320890396,1,0,0,0,0,total,8,9,Post-Test,115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,3.033373248,-2.960330311,6.067241367,-3.055255575,2.930167557,-0.583015622,-3.467430961,-2.663974145,0.011170258,0.01116977,0.014640099,0.016050344,0.012711432,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-12.32435482,-12.78101016,-39.28754499,-0.988768913,-19.83747823,-10.86582368
Post,119.111203,1.007705966,1.321699289,0.504083807,1.330660696,2,0,0,0,0,total,8,9,Post-Test,115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,3.230439388,-3.132626616,6.999553173,-3.092264523,3.691516583,-0.385949482,-2.535119155,-1.90262512,0.011220039,0.01123008,0.016518599,0.01555164,0.01156797,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-11.93362246,-12.31008038,-31.49741005,-4.065170078,-27.04853026,-10.47509132
Post,118.276659,1.014659926,1.311749941,0.507720588,1.328775171,3,0,0,0,0,total,8,9,Post-Test,115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,2.507162806,-2.464165912,6.194093263,-2.393110521,3.544587356,-1.109226064,-3.340579065,-2.049554346,0.011227785,0.011123309,0.015044206,0.016229896,0.012216054,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-11.87282391,-13.14380021,-37.61171424,0.11885,-22.96149681,-10.41429276
Post,107.0859691,1.120729167,1.131049098,0.560390625,1.265595939,1,0,0,0,0,total,9,9,Post-Test,109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-2.045003435,2.071871456,-3.572504181,2.072635753,-1.565392046,-5.661392305,-13.10717651,-7.159533748,0.012087406,0.012073683,0.029399186,0.014480201,0.022247308,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,-20.77237101,-22.10010277,-4.981207251,-18.45776376,19.83523758,-16.52770457
Post,107.7288084,1.114146205,1.151516559,0.556780134,1.281242156,2,0,0,0,0,total,9,9,Post-Test,109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-1.456977553,1.472319601,-1.827552513,1.415001031,-0.348471867,-5.073366423,-11.36222484,-5.942613569,0.012268833,0.012381761,0.032959198,0.014997907,0.026032652,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,-19.58319683,-20.1123709,6.524827046,-15.54241024,40.22501227,-15.33853039
Post,107.0417995,1.121432292,1.14553671,0.56046875,1.281747422,3,0,0,0,0,total,9,9,Post-Test,109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-2.085406796,2.135909483,-2.337364037,2.086865871,-0.309173653,-5.701795666,-11.87203637,-5.903315355,0.01375312,0.013776822,0.02963421,0.016024114,0.018947927,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,-9.854348498,-11.11138019,-4.221604698,-9.763539244,2.063105062,-5.609682057
Post,114.8649261,1.045028409,1.210199267,0.522691761,1.261824211,1,0,0,0,0,total,10,9,Post-Test,111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,2.640089624,-2.582654839,8.939878149,-2.645399446,6.146467512,-0.976299246,-0.59479418,0.55232581,0.016346996,0.016640442,0.036557234,0.021513675,0.025493272,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-13.68669472,-13.34511117,-20.26306484,-5.085121367,-19.07142619,-8.51331651
Post,115.2224107,1.041745924,1.223665231,0.521433424,1.272207922,2,0,0,0,0,total,10,9,Post-Test,111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,2.959527878,-2.888647453,10.15205908,-2.879772561,7.019960216,-0.656860992,0.617386754,1.425818514,0.018276555,0.018423643,0.037778688,0.021973556,0.025619019,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-3.498485517,-4.05911477,-17.5988863,-3.05620026,-18.67224144,1.67489269
Post,113.6242925,1.058913352,1.18175768,0.531427557,1.23912868,3,0,0,0,0,total,10,9,Post-Test,111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,1.531494092,-1.288303152,6.379619598,-1.018302955,4.237286801,-2.084894778,-3.155052731,-1.356854901,0.024119125,0.025271144,0.037894316,0.019406709,0.016792063,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,27.35070097,31.59915909,-17.34668389,-14.38071694,-46.69347623,32.52407917
Post,113.4684911,1.057848011,1.44893063,0.52865767,1.529697723,1,0,0,0,0,total,11,9,Post-Test,111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,2.144773869,-2.093557582,6.484281955,-2.141599061,4.265671253,-1.471615001,-3.050390374,-1.328470449,0.012730098,0.012900242,0.039110372,0.01600585,0.032704596,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,-1.772093412,-1.76431783,27.42451782,-6.543779544,48.87606627,2.47257303
Post,112.510281,1.066741071,1.427722248,0.533482143,1.520168509,2,0,0,0,0,total,11,9,Post-Test,111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,1.282189437,-1.270482946,4.925643272,-1.248553826,3.616150842,-2.334199433,-4.609029057,-1.97799086,0.016179362,0.01621079,0.035098823,0.020281499,0.024041824,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,24.84309698,23.44559227,14.35459107,18.42121735,9.441871201,29.08776342
Post,113.4797034,1.057771382,1.45816717,0.529070724,1.538525181,3,0,0,0,0,total,11,9,Post-Test,111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,2.154867225,-2.100649785,7.163090388,-2.065139745,4.867359299,-1.461521645,-2.371581941,-0.726782403,0.014668057,0.014925794,0.031786061,0.018214689,0.022417084,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,13.18157432,13.66031393,3.56136465,6.353363971,2.045818979,17.42624076
Post,113.8697504,1.053943452,1.250848924,0.526785714,1.316718645,1,0,0,0,0,total,12,9,Post-Test,113.155105,1.060694808,1.214429919,0.530025691,1.286661803,0.631562638,-0.636503194,2.998856014,-0.611286846,2.33603282,-2.984826231,-6.535816315,-3.258108882,0.010077462,0.010131915,0.014562065,0.013574784,0.011910717,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,-25.81475436,-25.71106298,-30.79810625,-15.97700971,-31.15024805,-24.35622321
Post,114.9211487,1.04428267,1.27624101,0.52212358,1.331045289,2,0,0,0,0,total,12,9,Post-Test,113.155105,1.060694808,1.214429919,0.530025691,1.286661803,1.560728229,-1.547300713,5.089720673,-1.490892133,3.44950677,-2.055660641,-4.444951655,-2.144634932,0.014182165,0.014330872,0.01818307,0.017887768,0.017771176,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,4.402020496,5.076409291,-13.59035424,10.71879722,2.726062538,5.860551642
Post,115.4142603,1.039882813,1.291862162,0.520390625,1.340319751,3,0,0,0,0,total,12,9,Post-Test,113.155105,1.060694808,1.214429919,0.530025691,1.286661803,1.996512014,-1.962109663,6.376015728,-1.817848925,4.170322603,-1.619876856,-3.1586566,-1.423819099,0.009795726,0.009773083,0.015851158,0.014508463,0.014583665,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,-27.88875418,-28.3420807,-24.67207421,-10.19787528,-15.69930528,-26.43022303
Post,117.8010411,1.018791118,1.341820253,0.509662829,1.364114654,1,0,0,0,0,total,13,9,Post-Test,107.0084397,1.125315596,1.085797998,0.562099351,1.210633002,10.08574782,-9.466186915,23.57917917,-9.328692802,12.67780173,6.46935895,14.04450684,7.083660024,0.018207876,0.01828504,0.039265487,0.01779199,0.024692541,0.017216138,0.017407389,0.049419844,0.018282735,0.037899259,5.760513769,5.041830225,-20.54712475,-2.684200829,-34.84690294,9.076468445
Post,115.8300818,1.036289063,1.333550244,0.5171875,1.376881399,2,0,0,0,0,total,13,9,Post-Test,107.0084397,1.125315596,1.085797998,0.562099351,1.210633002,8.243875062,-7.911250231,22.81752654,-7.990020023,13.73235294,4.627486192,13.28285422,8.138211236,0.016289247,0.016202485,0.031820239,0.018382652,0.022081534,0.017216138,0.017407389,0.049419844,0.018282735,0.037899259,-5.383849734,-6.921796256,-35.61242524,0.546508303,-41.73623817,-2.067895058
Post,114.3747916,1.049414063,1.266086585,0.52453125,1.32504504,3,0,0,0,0,total,13,9,Post-Test,107.0084397,1.125315596,1.085797998,0.562099351,1.210633002,6.883898032,-6.744910757,16.60424754,-6.683533902,9.450596295,3.267509163,7.069575213,3.856454593,0.026386436,0.028180398,0.04403797,0.024864109,0.031363798,0.017216138,0.017407389,0.049419844,0.018282735,0.037899259,53.26570919,61.88756395,-10.89010722,35.99775169,-17.24429757,56.58166386
Post,111.9258223,1.072327303,1.395467456,0.536143092,1.493837511,1,0,0,0,0,total,14,9,Post-Test,106.3271555,1.128932602,1.195710103,0.564134115,1.34797245,5.26550984,-5.014054744,16.70616924,-4.961767469,10.82107138,1.64912097,7.171496908,5.226929678,0.01054344,0.01057128,0.020258501,0.015051901,0.018560505,0.015573916,0.015706509,0.034108924,0.018718989,0.023525297,-32.30064937,-32.69490869,-40.6064495,-19.59020186,-21.10405662,-27.12727116
Post,112.7191917,1.064705882,1.394832848,0.532306985,1.48262182,2,0,0,0,0,total,14,9,Post-Test,106.3271555,1.128932602,1.195710103,0.564134115,1.34797245,6.011668614,-5.689154478,16.6530955,-5.641766586,9.98902982,2.395279744,7.118423174,4.394888118,0.015259669,0.015144958,0.02787847,0.019181849,0.024978185,0.015573916,0.015706509,0.034108924,0.018718989,0.023525297,-2.017777674,-3.575273656,-18.26634578,2.4726781,6.175854018,3.155600533
Post,112.9401558,1.062695313,1.413266454,0.531542969,1.500002469,3,0,0,0,0,total,14,9,Post-Test,106.3271555,1.128932602,1.195710103,0.564134115,1.34797245,6.219483917,-5.867249167,18.19474059,-5.777198211,11.27842183,2.603095047,8.660068257,5.684280123,0.016803752,0.016670472,0.024467226,0.019520182,0.013174531,0.015573916,0.015706509,0.034108924,0.018718989,0.023525297,7.896767903,6.137349514,-28.2673766,4.280110147,-43.99844984,13.07014611
Post,120.8825947,0.993294271,1.833297471,0.495182292,1.817586721,1,0,0,0,0,total,15,9,Post-Test,103.0932944,1.164916088,1.35345473,0.582702546,1.571740432,17.25553578,-14.73254759,35.45317995,-15.01971368,15.64165965,13.63914691,25.91850762,10.04751795,0.025087025,0.024836256,0.033336547,0.030359991,0.015802838,0.025235927,0.02575058,0.051787299,0.030339411,0.033945348,-0.590039748,-3.55069159,-35.62794849,0.067831463,-53.44623409,6.44076199
Post,122.2971913,0.982421875,1.870996474,0.488606771,1.834905058,2,0,0,0,0,total,15,9,Post-Test,103.0932944,1.164916088,1.35345473,0.582702546,1.571740432,18.62768768,-15.66586769,38.23857071,-16.1481661,16.74351697,15.01129881,28.70389838,11.14937527,0.032437256,0.03157196,0.04326781,0.03755146,0.019336256,0.025235927,0.02575058,0.051787299,0.030339411,0.033945348,28.5360193,22.60679336,-16.45092415,23.77122149,-43.03709654,35.56682104
Post,121.6845154,0.987220982,1.849443532,0.494698661,1.818836995,3,0,0,0,0,total,15,9,Post-Test,103.0932944,1.164916088,1.35345473,0.582702546,1.571740432,18.033395,-15.2538975,36.64613164,-15.1027116,15.72120676,14.41700613,27.11145931,10.12706505,0.035476403,0.036161861,0.066022072,0.043902686,0.047432627,0.025235927,0.02575058,0.051787299,0.030339411,0.033945348,40.57895714,40.43125036,27.48699556,44.70513458,39.7323325,47.60975887
Post,113.7366471,1.055375,1.243450949,0.5276875,1.309252795,1,0,0,0,0,total,16,9,Post-Test,111.4069736,1.077635049,1.178918888,0.538298036,1.268184407,2.091137977,-2.065638951,5.473833837,-1.971126642,3.238360929,-1.525250893,-4.060838492,-2.355780773,0.01650744,0.016750131,0.032920225,0.020216438,0.020944326,0.020071508,0.020698652,0.039579414,0.023258605,0.023085286,-17.75685352,-19.07622163,-16.82487953,-13.07974709,-9.27413114,-12.58347531
Post,114.5814802,1.04749349,1.270021175,0.524511719,1.327981853,2,0,0,0,0,total,16,9,Post-Test,111.4069736,1.077635049,1.178918888,0.538298036,1.268184407,2.849468513,-2.797009929,7.727612809,-2.561093684,4.715201198,-0.766920356,-1.807059519,-0.878940504,0.011875386,0.011933821,0.030886904,0.016152219,0.023067772,0.020071508,0.020698652,0.039579414,0.023258605,0.023085286,-40.83461092,-42.34493535,-21.96219919,-30.55379189,-0.075865064,-35.66123271
Post,114.9771439,1.044089674,1.273814444,0.52201087,1.326636179,3,0,0,0,0,total,16,9,Post-Test,111.4069736,1.077635049,1.178918888,0.538298036,1.268184407,3.204620159,-3.112869738,8.049371078,-3.025678139,4.60909092,-0.411768711,-1.485301251,-0.985050782,0.015264058,0.015100517,0.038669243,0.023207789,0.027941024,0.020071508,0.020698652,0.039579414,0.023258605,0.023085286,-23.95161466,-27.04589051,-2.299606241,-0.218481149,21.03391053,-18.77823646
Post,118.8011053,1.010234375,1.411952969,0.504648438,1.423736569,1,0,0,0,0,total,17,9,Post-Test,113.9207579,1.053813078,1.314247912,0.527089531,1.381906983,4.283984285,-4.135335215,7.434294281,-4.25754861,3.026946568,0.667595415,-2.100378048,-2.567195134,0.021305613,0.021728151,0.021133237,0.024510219,0.018030377,0.017666935,0.017922658,0.030586967,0.020585936,0.019418428,20.59597546,21.23285841,-30.90770729,19.06293402,-7.148112092,22.05450661
Post,118.0978738,1.016362847,1.408598934,0.508072917,1.429320958,2,0,0,0,0,total,17,9,Post-Test,113.9207579,1.053813078,1.314247912,0.527089531,1.381906983,3.66668546,-3.553783124,7.179088625,-3.607852724,3.431054013,0.05029659,-2.355583704,-2.163087689,0.016717664,0.016724045,0.027680618,0.018658899,0.02014008,0.017666935,0.017922658,0.030586967,0.020585936,0.019418428,-5.37315225,-6.687698393,-9.501920546,-9.360937962,3.716325544,-3.914621105
Post,120.5417293,0.995659722,1.435130202,0.497309028,1.426499415,3,0,0,0,0,total,17,9,Post-Test,113.9207579,1.053813078,1.314247912,0.527089531,1.381906983,5.811909512,-5.518374893,9.197830125,-5.64998947,3.226876523,2.195520642,-0.336842204,-2.367265179,0.021408421,0.021541471,0.025563502,0.025109896,0.023148792,0.017666935,0.017922658,0.030586967,0.020585936,0.019418428,21.17789869,20.19127185,-16.42354823,21.97597625,19.21043248,22.63642984
Post,120.5245842,0.996289063,1.228663456,0.498242188,1.220873063,1,0,0,0,0,total,18,9,Post-Test,118.8167972,1.010253493,1.156836555,0.505095563,1.166683447,1.437327949,-1.382269873,6.208906612,-1.356847134,4.644757452,-2.179060921,-3.325765717,-0.94938425,0.017643113,0.017809775,0.028259911,0.020154269,0.01845297,0.017081739,0.017088809,0.030700678,0.019171785,0.02020249,3.286400432,4.218934465,-7.95020453,5.124636806,-8.659922613,7.531066873
Post,119.1876259,1.007005208,1.189166555,0.503229167,1.195604462,2,0,0,0,0,total,18,9,Post-Test,118.8167972,1.010253493,1.156836555,0.505095563,1.166683447,0.31210127,-0.321531644,2.794690417,-0.369513376,2.478908518,-3.304287599,-6.739981912,-3.115233185,0.016346001,0.016204139,0.036225893,0.018736543,0.025683073,0.017081739,0.017088809,0.030700678,0.019171785,0.02020249,-4.307159131,-5.176898613,17.99704682,-2.270219879,27.12825498,-0.062492689
